"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[6467]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - GILES COMPLEX","W HINCKLEY RANGE, CENTRAL AUSTRALIAN CRATON","-25.8","-26.3","128.6667","129","SAE","","","s_91988025 [6467]","DOLERITE [6467]","820000000 [6467]","824000000 [6467]","","","","","","","VOL","","","","","WR [6467] ","49.13","1.56","","14.12","","2.07","10.25","","11.43","7.58","0.17","","0.26","2.17","0.13","","","","","","","","","","","","","","","","0.73","","","","","","","","","","","","","","10","","","","","","","","","","270","","","","38","","377","203","","","","135","179","94","19","","0","","","9","176","26","96","5","","","","","","","","","","","","","48","9","18","","12","","","","","","","","","","","3","","","","","","","","","","3","","0","0.5","","","","","","","","","","","","","","","","","","","","","","","","","216067",
"[6467]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - TOMKINSON RANGES","W CHAMP DE MARS, CENTRAL AUSTRALIAN CRATON","-26","-26.3","128.8333","129.3333","SAE","","","s_91988097 [6467]","DOLERITE, QUARTZ [6467]","820000000 [6467]","824000000 [6467]","","","","","","","VOL","","","","","WR [6467] ","50.55","1.91","","13.24","","1.77","11.47","","10.55","6.5","0.18","","0.33","2.23","0.15","","","","","","","","","","","","","","","","1.24","","","","","","","","","","","","","","10","","","","","","","","","","310","","","","42","","393","176","","","","99","249","115","20","","1.5","","","11","189","32","125","6","","","","","","","","","","","","","41","17","29","","20","","","","","","","","","","","0","","","","","","","","","","0","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","216068",
"[6467]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - TOMKINSON RANGES","W CHAMP DE MARS, CENTRAL AUSTRALIAN CRATON","-26","-26.3","128.8333","129.3333","SAE","","","s_90984054 [6467]","DOLERITE, OLIVINE [6467]","1000000000 [6467]","1000000000 [6467]","","","","","","","VOL","","","","","WR [6467] ","48.59","1.22","","16.14","","3.14","7.03","","10.22","9.02","0.16","","0.72","2.48","0.23","","","","","","","","","","","","","","","","0.69","","","","","","","","","","","","","","6","","","","","","","","","","1060","","","","39","","223","526","","","","234","86","83","16","","0","","","19","226","30","150","4","","","","","","","","","","","","","344","20","33","","18","","","","","","","","","","","4","","","","","","","","","","7","","0","1","","","","","","","","","","","","","","","","","","","","","","","","","216069",
"[6467]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - TOMKINSON RANGES","W CHAMP DE MARS, CENTRAL AUSTRALIAN CRATON","-26","-26.3","128.8333","129.3333","SAE","","","s_90984068 [6467]","DOLERITE, OLIVINE [6467]","1000000000 [6467]","1000000000 [6467]","","","","","","","VOL","","","","","WR [6467] ","47.24","1.35","","14.5","","4.18","7.35","","9.93","10.9","0.16","","0.76","2.17","0.18","","","","","","","","","","","","","","","","0.88","","","","","","","","","","","","","","9","","","","","","","","","","1180","","","","33","","277","606","","","","329","77","93","18","","0","","","14","346","19","106","6","","","","","","","","","","","","","279","12","31","","9","","","","","","","","","","","3","","","","","","","","","","4","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","216070",
"[6467]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - TOLLU GROUP","MACDOUGALL BLUFF, CENTRAL AUSTRALIAN CRATON","-26.2","-26.8","128.3333","128.5","SAE","","","s_91989396 [6467]","ANDESITE, BASALTIC [6467]","1080000000 [6467]","1080000000 [6467]","","","","","","","VOL","","","","","WR [6467] ","53.92","1.74","","14.64","","4.16","7.71","","6.78","3.05","0.18","","0.94","1.72","0.12","","","","","","","","","","","","","","","","4.16","","","","","","","","","","","","","","29","","","","","","","","","","430","","","","31","","257","21","","","","32","38","120","19","","1","","","38","267","41","132","5","","","","","","","","","","","","","708","21","22","","12","","","","","","","","","","","4","","","","","","","","","","13","","2","0","","","","","","","","","","","","","","","","","","","","","","","","","216071",
"[6467]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - TOLLU GROUP","TOLLU CAMP, CENTRAL AUSTRALIAN CRATON","-26","-26.3","128.25","128.5","SAE","","","s_91989384 [6467]","ANDESITE, BASALTIC [6467]","1080000000 [6467]","1080000000 [6467]","","","","","","","VOL","","","","","WR [6467] ","53.45","2.32","","13.39","","3.09","9.43","","5.93","3.25","0.15","","1.54","3.65","0.39","","","","","","","","","","","","","","","","2.58","","","","","","","","","","","","","","4","","","","","","","","","","10","","","","26","","247","59","","","","41","193","144","23","","2","","","88","211","65","416","29","","","","","","","","","","","","","483","40","78","","42","","","","","","","","","","","9","","","","","","","","","","8","","14","1.5","","","","","","","","","","","","","","","","","","","","","","","","","216072",
"[6467]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - TOLLU GROUP","MUMMAWARRAWARRA HILL, CENTRAL AUSTRALIAN CRATON","-26.2","-26.4","128.4","128.5","SAE","","","s_90980007B [6467]","ANDESITE [6467]","1080000000 [6467]","1080000000 [6467]","","","","","","AMYGDALOIDAL [6467] ","VOL","","","","","WR [6467] ","57.9","0.76","","15.04","","3.13","4.11","","7.64","3.45","0.11","","3","2.33","0.17","","","","","","","","","","","","","","","","2.13","","","","","","","","","","","","","","5","","","","","","","","","","70","","","","25","","173","128","","","","62","49","71","16","","0","","","58","239","29","177","6","","","","","","","","","","","","","938","22","47","","20","","","","","","","","","","","5","","","","","","","","","","20","","8","0","","","","","","","","","","","","","","","","","","","","","","","","","216073",
"[6467]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - TOLLU GROUP","MUMMAWARRAWARRA HILL, CENTRAL AUSTRALIAN CRATON","-26.2","-26.4","128.4","128.5","SAE","","","s_90980008 [6467]","ANDESITE, BASALTIC [6467]","1080000000 [6467]","1080000000 [6467]","","","","","","","VOL","","","","","WR [6467] ","54.13","1.27","","14.15","","3.23","7.84","","7.89","4.22","0.15","","2","2.42","0.23","","","","","","","","","","","","","","","","1.99","","","","","","","","","","","","","","2","","","","","","","","","","120","","","","32","","268","15","","","","85","134","123","19","","1.5","","","60","215","45","286","9","","","","","","","","","","","","","756","34","75","","34","","","","","","","","","","","6","","","","","","","","","","18","","8","1","","","","","","","","","","","","","","","","","","","","","","","","","216074",
"[6467]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - TOMKINSON RANGES","W CHAMP DE MARS, CENTRAL AUSTRALIAN CRATON","-26","-26.3","128.8333","129.3333","SAE","","","s_91988093 [6467]","GABBRO [6467]","1171000000 [6467]","1181000000 [6467]","","","","","","","PLU","","","","","WR [6467] ","51.32","0.64","","16.78","","1.78","8","","10.79","7.13","0.15","","0.54","2.35","0.07","","","","","","","","","","","","","","","","0.86","","","","","","","","","","","","","","9","","","","","","","","","","190","","","","33","","232","189","","","","140","98","72","17","","0","","","12","181","17","49","3","","","","","","","","","","","","","214","9","17","","13","","","","","","","","","","","0","","","","","","","","","","4","","3","1","","","","","","","","","","","","","","","","","","","","","","","","","216075",
"[6467]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - TOMKINSON RANGES","W CHAMP DE MARS, CENTRAL AUSTRALIAN CRATON","-26","-26.3","128.8333","129.3333","SAE","","","s_91988094 [6467]","GABBRO [6467]","1171000000 [6467]","1181000000 [6467]","","","","","","","PLU","","","","","WR [6467] ","50.77","0.75","","21.03","","1.53","7.09","","10.75","3.92","0.11","","0.72","2.8","0.11","","","","","","","","","","","","","","","","0.48","","","","","","","","","","","","","","8","","","","","","","","","","270","","","","25","","172","54","","","","81","69","71","19","","0","","","12","272","19","62","0","","","","","","","","","","","","","306","11","23","","13","","","","","","","","","","","0","","","","","","","","","","6","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","216076",
"[6467]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - GILES COMPLEX","SE BELL ROCK RANGE, CENTRAL AUSTRALIAN CRATON","-26.2","-26.8","128.65","128.75","SAE","","","s_88982029 [6467]","GABBRO [6467]","1080000000 [6467]","1080000000 [6467]","","","","","","","PLU","","","","","WR [6467] ","48.3","0.73","","15.57","","1.87","8.86","","11.72","9.49","0.16","","0.21","1.95","0.06","","","","","","","","","","","","","","","","0.69","","","","","","","","","","","","","","3","","","","","","","","","","700","","","","43","","262","705","","","","220","148","81","17","","0","","","2","132","21","38","2","","","","","","","","","","","","","75","3","9","","6","","","","","","","","","","","0","","","","","","","","","","0","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","216077",
"[6467]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - GILES COMPLEX","SE BELL ROCK RANGE, CENTRAL AUSTRALIAN CRATON","-26.2","-26.8","128.65","128.75","SAE","","","s_88982034 [6467]","GABBRO [6467]","1080000000 [6467]","1080000000 [6467]","","","","","","","PLU","","","","","WR [6467] ","46.78","0.87","","18.75","","1.69","9.3","","9.83","8.47","0.13","","0.38","2.51","0.12","","","","","","","","","","","","","","","","0.86","","","","","","","","","","","","","","6","","","","","","","","","","300","","","","20","","134","63","","","","243","41","86","23","","0","","","9","278","14","60","6","","","","","","","","","","","","","96","7","15","","7","","","","","","","","","","","0","","","","","","","","","","0","","0","1","","","","","","","","","","","","","","","","","","","","","","","","","216078",
"[6467]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - GILES COMPLEX","W HINCKLEY RANGE, CENTRAL AUSTRALIAN CRATON","-25.8","-26.3","128.6667","129","SAE","","","s_91988052 [6467]","GABBRO [6467]","1080000000 [6467]","1080000000 [6467]","","","","","","","PLU","","","","","WR [6467] ","48.03","1.21","","16.34","","2.45","8.69","","10.72","8.47","0.16","","0.45","2.25","0.14","","","","","","","","","","","","","","","","0.88","","","","","","","","","","","","","","9","","","","","","","","","","1020","","","","41","","296","193","","","","236","140","88","18","","1","","","9","229","24","73","4","","","","","","","","","","","","","188","10","16","","5","","","","","","","","","","","0","","","","","","","","","","3","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","216079",
"[6467]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - GILES COMPLEX","W HINCKLEY RANGE, CENTRAL AUSTRALIAN CRATON","-25.8","-26.3","128.6667","129","SAE","","","s_91980111 [6467]","GABBRO [6467]","1080000000 [6467]","1080000000 [6467]","","","","","","","PLU","","","","","WR [6467] ","50.2","1.62","","15.48","","2.99","8.95","","8.63","6.11","0.17","","1.36","2.92","0.21","","","","","","","","","","","","","","","","0.68","","","","","","","","","","","","","","5","","","","","","","","","","520","","","","30","","265","131","","","","123","48","103","20","","0","","","44","276","34","122","4","","","","","","","","","","","","","563","13","28","","14","","","","","","","","","","","4","","","","","","","","","","9","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","216080",
"[8810]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / ARUNTA BLOCK - STUART DYKE SWARM","ARUNTA INLIER, CENTRAL AUSTRALIAN CRATON","-23","-31","132","137","SAE","","","s_89-475 [8810]","THOLEIITE [8810]","1664000000 [8810]","2042000000 [8810]","","","","","","","VOL","","","","","WR [8810] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.05","1.87","","","","","","","","","","","","","","","","","","","","","","","","0.512343","","","","","","","","","","","","","","","","","","","","","","","","229195",
"[8810]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / ARUNTA BLOCK - STUART DYKE SWARM","ARUNTA INLIER, CENTRAL AUSTRALIAN CRATON","-23","-31","132","137","SAE","","","s_91-526 [8810]","THOLEIITE [8810]","1664000000 [8810]","2042000000 [8810]","","","","","","","VOL","","","","","WR [8810] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.83","1.77","","","","","","","","","","","","","","","","","","","","","","","","0.511864","","","","","","","","","","","","","","","","","","","","","","","","229197",
"[8810]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / ARUNTA BLOCK - STUART DYKE SWARM","ARUNTA INLIER, CENTRAL AUSTRALIAN CRATON","-23","-31","132","137","SAE","","","s_91-546 [8810]","THOLEIITE [8810]","1664000000 [8810]","2042000000 [8810]","","","","","","","VOL","","","","","WR [8810] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.11","2.11","","","","","","","","","","","","","","","","","","","","","","","","0.511742","","","","","","","","","","","","","","","","","","","","","","","","229198",
"[8810]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / ARUNTA BLOCK - STUART DYKE SWARM","ARUNTA INLIER, CENTRAL AUSTRALIAN CRATON","-23","-31","132","137","SAE","","","s_91-550 [8810]","THOLEIITE [8810]","1664000000 [8810]","2042000000 [8810]","","","","","","","VOL","","","","","WR [8810] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.81","1.95","","","","","","","","","","","","","","","","","","","","","","","","0.513039","","","","","","","","","","","","","","","","","","","","","","","","229199",
"[8810]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KULGERA DYKE SWARM","MUSGRAVE INLIERT, KULGERA TERRANE, CENTRAL AUSTRALIAN CRATON","-23","-26","132","134","SAE","","","s_85-376 [8810]","THOLEIITE [8810]","1424000000 [8810]","1754000000 [8810]","","","","","","","VOL","","","","","WR [8810] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.09","9.13","","","","","","","","","","","","","","","","","","","","","","","","0.51199","","","","","","","","","","","","","","","","","","","","","","","","229200",
"[8810]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KULGERA DYKE SWARM","MUSGRAVE INLIERT, KULGERA TERRANE, CENTRAL AUSTRALIAN CRATON","-23","-26","132","134","SAE","","","s_MUG23 [8810]","THOLEIITE [8810]","1424000000 [8810]","1754000000 [8810]","","","","","","","VOL","","","","","WR [8810] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.43","2.02","","","","","","","","","","","","","","","","","","","","","","","","0.512701","","","","","","","","","","","","","","","","","","","","","","","","229201",
"[8810]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KULGERA DYKE SWARM","MUSGRAVE INLIERT, KULGERA TERRANE, CENTRAL AUSTRALIAN CRATON","-23","-26","132","134","SAE","","","s_MUG32 [8810]","THOLEIITE [8810]","1424000000 [8810]","1754000000 [8810]","","","","","","","VOL","","","","","WR [8810] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.71","2.31","","","","","","","","","","","","","","","","","","","","","","","","0.512337","","","","","","","","","","","","","","","","","","","","","","","","229202",
"[8810]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KULGERA DYKE SWARM","MUSGRAVE INLIERT, KULGERA TERRANE, CENTRAL AUSTRALIAN CRATON","-23","-26","132","134","SAE","","","s_KDS-15 [8810]","THOLEIITE [8810]","1424000000 [8810]","1754000000 [8810]","","","","","","","VOL","","","","","WR [8810] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.34","1.8","","","","","","","","","","","","","","","","","","","","","","","","0.512495","","","","","","","","","","","","","","","","","","","","","","","","229203",
"[8810]","CONTINENTAL FLOOD BASALT","AUSTRALIA / NORTHERN TERRITORY / WARAKURNA - MUSGRAVE BLOCK - KULGERA DYKE SWARM","MUSGRAVE INLIERT, KULGERA TERRANE, CENTRAL AUSTRALIAN CRATON","-23","-26","132","134","SAE","","","s_KDS-19 [8810]","THOLEIITE [8810]","1424000000 [8810]","1754000000 [8810]","","","","","","","VOL","","","","","WR [8810] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.88","1.25","","","","","","","","","","","","","","","","","","","","","","","","0.512678","","","","","","","","","","","","","","","","","","","","","","","","229204",
